Brand,Series,,,Wattages,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
,Monster,,,700W,B,2016,,ATX,ATX 2.x,Full,Semi,T,LLC,SR,DC-DC,Andyson,N8,
,Vortex,,White,600/800W,E,2019,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Andyson,M5?,
,,,Bronze,500/700W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5?,
,,,Gold,600/800W,C*,2019,,ATX,ATX 2.x,Full,No,G,DF,SSR,DC-DC,Andyson,A8?,
,XTB,,,350-650W,F,2016,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Andyson?,E5?,PPFC; e-waste
,,,,,,,,,,,,,,,,,,
Raijintek,Ampere,,,1200W,B-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32A (modified P32),OTP is set over >200C (doesn't function as intended). 850/1000W might not be similar to the 1200W.
,,,,850/1000W,B*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32A?,Just a guess. No internal shots.
,Cratos,,,850/1000/1200W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-MZ,
,Ermis,,,450/550W,F,2022,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,SANR,,"Low quality sleeve bearing fan, ripple exceeds ATX specification, low quality capacitors, and a 3 year warranty."
,,,,,,,,,,,,,,,,,,
Razer,Katana Chroma,,,850/1200W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"Semi-digital, Razer Chroma integration with other Razer products."
,,,,,,,,,,,,,,,,,,
Redragon,Master RGPS PRO ATX 3.1,,,1000/1200W,A-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0800GB,
,Master RGPS ATX 3.1,,,850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,
,Platinum 1000 ATX 3.0,,,1000W,A-*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100?,Looks identical to the 1st Player NDGP Platinum externally. Possibly EPS-0100?
,PSU,,6,750W,B*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500 variant?,No internal shots
,,,7,850W,B*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500 variant?,
,,,13,650W,B*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500 variant?,
,,,14,650W,B,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,
,,,15,750W,B,2022,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Helly,SFX-0200,
,RGPS,Bronze,Full Modular,600W,C-,2020,,ATX,ATX 2.x,Full,Full,B,DF,SR,DMA,Helly,ATX-0600,
,,,Non-Modular,500/600W,C-,2020,,ATX,ATX 2.x,Full,No,B,DF,SR,DMA,Helly,ATX-0600,
,,Gold,Full Modular,650/750/850W,B-,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,"1 year warranty according to manufacturer, at least in Russia, which appears to be the main target market for this unit."
,,,,,,,,,,,,,,,,,,
Rosewill,CMG,,-,850W,B*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD03?,
,,,G5,1000/1200W,A*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,
,GH Gold (FBM-X3 Case PSU),,,650W,C*,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Guang Hai,GH388,Part number GH388-650W. No proper testing exists regarding this unit. Not recommended for purchase or use until proper testing exists.
,Photon,,,550-850W,C+,2014,,ATX,ATX 2.x,Full,Full,G,LLC,SSR,DC-DC,High Power,Astro Lite,Sleeve bearing fan
,,,,1050W,C+,2014,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,Astro GD HPJ,Doesn't quite exhibit the same behavior in such torture testing as the 1200W model.
,,,,1200W,E,2014,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,Astro GD HPJ,"While the power supply is rated for 40°C, testing done by Aris (who tests at 45°C), shows excessive ripple above the ATX spec at 110%/CL2 load."
,PMG,,,550/650/750W,C*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,HKC?,,No info
,,,,850/1050/1200W,B*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power?,,
,Quark,,,550/650/750W,B*,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,13XX Platinum,No performance data.
,,,,850/1050/1200W,B+,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,13XX GT Platinum,"Claims OTP but not tested in Aris' review, B+ until further notice."
,SMG,,,650/750W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-817,
,,,,850/1050/1200W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,
,Tokamak,,,1200/1500W,B,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,Very high ripple on the 12V rail for a unit of this caliber.
,VSB,,,650/750/850W,C,2025,,ATX,ATX 3.x,Full,Semi,B,DF,SR,DC-DC,Andyson,P37,"Internal shots show the unit using the same ""ICB"" (in reality rifle bearing) fan as the SilverStone Triton Rx."
,VMG,,,750/850W,B,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59,Globe Fan FDB fan. Assumed to be quite noisy (>48dBA) based on other units on the same platform. OPP is set way higher than necessary.
,,,,1000W,B*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59?,Assumed to be based on the same platform as the 750/850W variants. Need internal shots to confirm this before tiering.
,,,,,,,,,,,,,,,,,,
SAMA,Armor,,,550-1000W,C,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,805AS,
,Black Diamond,,-,750/850/1000W,B+,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916AS,Nearly identical to the XF.
,,,V2 (ATX 3.0),750/850/1000W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916AS,Black Diamond with a PCIe 5.0 interface.
,Black Hole,,,750-1200W,E,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,NZ01,"Failed JonnyGuru's burn-in test (gave up the ghost), protections badly misconfigured."
,Forza Titanium,,,800W,B-,2015,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,SAMA,790AS,"SAMA increased the power-good signal's hold-up time by a lot, which makes this PSU a possible danger to hardware."
,G,,,650/750/850W,A-*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,,Need more data/internal shots before being able to confirm if the lower wattage models use the same platform as the 1000W variant.
,,,,1000W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,A0172,"Poor inrush protection, mediocre load regulation on the minor rails, and poor excursion response in the 200% test. Good performance, otherwise."
,GT,,,650W,C,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,A0141,Electrical performance is mediocre and OCP triggering points are sky high. Recommended only for low-end hardware.
,,,,750/850W,C*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,,
,Neview Bronze,,,650W,E,2025,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,SAMA,391AS,"Most likely limited to the Russian/Eastern European market. OCP isn't claimed on any rail, but most likely exists only for the minor rails."
,P,,,850W,A*,2025,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,RSY,,Need more data/internal shots before being able to confirm if the lower wattage models use the same platform as the 1200 and 1000W variants.
,,,,1000/1200W,A,2025,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,RSY,A0173,"The OCP and OPP triggering points, while functional, are set higher than necessary on all rails, and aren't reduced enough under hot conditions."
,XF,,,750/850/1000W,C,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916MC,"OCP did work, but the PSU died in the process, which is not ideal. Recommended only for low-end hardware. See testing here."
,XM,,,750W/850W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,XM01,"122mm depth; same platform as Enermax Revolution D.F. 12, but with cheaper components."
,XP,,,850/1000/1200W,E,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,RSY,NZ01,Based on the same platform as the Black Hole; OTP untested; some parts remain unidentifiable; white variant available.
,,,,,,,,,,,,,,,,,,
Seasonic,A12,,,500/600/700W,F,2021,,ATX,ATX 2.x,230V,No,W,LLC,PR,DMA,RSY,Costdown S12III,
,B12 BC,,,550-850W,C,2021,,ATX,ATX 2.x,Full,No,B,LLC,SR,DC-DC,Helly,Costdown ATX-0500GQ,"Costdown of the G12 GC; cheaper components, all Chinese caps, and an even cheaper fan; downgraded to Bronze eff."
,G12 GC,,Global,550-850W,C+,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Helly,ATX-0500GQ,"OTP isn't claimed, IC doesn't support it either"
,,,China Only,550-850W,B-,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Core GC (Focus costdown),Internal shots confirm a costdown Core GC/Focus
,G12 GM,,,550-850W,C+,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Helly,ATX-0500GQ,Semi-modular version of the G12 GC (Global)
,Core,,GC,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,GX but non-modular
,,,GM,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,GX but semi-modular
,,,GX,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,"Sleeve bearing fan, 3.3V rail is subpar in transient testing, fan profile is aggressive and very loud when pushed. Source: Aris"
,,,GX ATX 3.0,650/750/850W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX ATX 3.0 costdown,"Good electrical performance and decent component quality, however OCP on the minor rails is set way too high, particularly on 5VSB (over 200%)"
,S12III,,,500/550/650W,F,2019,,ATX,ATX 2.x,Full,No,B,LLC,PR,DMA,RSY,S12III,"Claims only SCP, OPP, and over/under voltage. OCP not claimed on any rail."
,Focus,Gold (GM),,450-850W,A,2017,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold,Some units produced before 2018 may experience shutdowns with high transient draw GPUs.
,,Plus Gold (GX),,550-1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
,,Plus Platinum,,550-850W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,GM,,500-850W,A,2019,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold,"Minor changes with a ""V3"" model released in 2019."
,,GX,-,550-1000W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
,,,White,750/850/1000W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
,,,V3 ATX 3.0,750/850/1000W,A*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX ATX 3.0,Transient response and OTP isn't tested
,,,V4 ATX 3.1,750/850/1000W,A-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX ATX 3.1,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP needs tuning."
,,PX,,550-850W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,SGX,SFX-L,650/500/450W,A,2019,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX,SFX-L
,,,SFX,550/650/750W,B-,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX 2021,
,,SPX,,650/750W,B-,2021,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,SPX,Malfunctioning OTP per Aris' testing.
,Prime,Connect,,750W,A,2020,,Other,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Modified Focus,"Modification of Focus with separate modular piece, extremely similar to the Syncro Connect."
,,Gold,,650-1200W,A,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
,,Platinum,,650-1200W,A,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
,,Titanium,,650-1000W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
,,Ultra,Gold,550/650/750W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
,,,,850/1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
,,,Platinum,550/650/750W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,,,850/1000W,A+,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
,,,Titanium,650-1000W,A+,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
,,Gold (GX),,650/750W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
,,,,850/1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
,,Platinum (PX),,650/750W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,,,850-1300W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
,,,,1600W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum high-wattage,
,,,,2200W,A*,2024,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum high-wattage?,Will remain speculative until further testing has been conducted.
,,Titanium (TX),-,650-1000W,A-,2019,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
,,,,1300W,A,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
,,,,1600W,A+,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
,,,ATX 3.0,1300/1600W,A+,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
,,,Noctua,1600W,A+,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
,,Airtouch,,850W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,Basically a Prime Gold with a slightly different exterior appearance and extra fan modes.
,,SnowSilent,,550W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,White versions of Focus (yes) Gold / Platinum and Prime Titanium.
,,,,650W,A,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,,,750W,A-,2018,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
,,Fanless,Platinum (PX),450/500W,A-,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
,,,Titanium,600W,A-,2018,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
,,,New Titanium (TX),600/700W,A-,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Vertex PX,
,Syncro Connect,,,650/750/850W,A,2020,,Other,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Modified Focus Gold,
,Vertex,,Gold (GX),750-1200W,A-,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Vertex GX,ATX 3.0 transient response could be better. 5VSB OCP is set high.
,,,Platinum (PX),750-1200W,A-,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Vertex PX,
,,,,,,,,,,,,,,,,,,
Segotep,GM,,,750/850W,F,2020,,ATX,ATX 3.x,Full,Full,G,DF,SR,DC-DC,Segotep,,Numerous protections malfunctions and terrible electrical performance. See testing here.
,,,,1250W,E,2021,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Segotep,,"Not recommended since no proper testing exists, and numerous issues exist with other Segotep units that were tested."
,GN,,,650W,E,2019,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,Segotep,Costdown GM?,"Not recommended since no proper testing exists, and numerous issues exist with other Segotep units that were tested."
,KL-MG (SFX),,,750W,E,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Segotep,SMD650,Protections are tuned incorrectly to properly pass all ATX 3.0 transient tests.
,PM,,W,650W,F,2024,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Segotep,,"EPS cable melted during efficiency testing, so protections were not tested. Possible bad sample. Avoid until further notice. No claimed OTP."
,,,W (ATX 3.1),750/850W,C+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Segotep,,"Failed 3.3V transient response (although by 0.02V), 5V OCP needs tuning. Rifle bearing fan. Decent electrical performance. No claimed OTP."
,U5,,,500W,F,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Segotep,SMD-800,Lacks proper protections. Allows for fatal voltage drops.
,U6+,,,650W,F,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Segotep,SMD-800,Lacks proper protections. Allows for fatal voltage drops.
,,,,,,,,,,,,,,,,,,
Sharkoon,Rebel,P10 Silver,,550/650/750W,C,2024,,ATX,ATX 2.x,Full,No,S,DF,SSR,DC-DC,Andyson,P37,"Middling load regulation for the 3.3v & 5VSB rails, 5 year warranty."
,,,,850W,C-,2024,,ATX,ATX 2.x,Full,No,S,DF,SSR,DC-DC,Andyson,P37,OCP triggering points on the 5V and 5VSB rails allow for excessive ripple beyond the ATX specification. 5 year warranty.
,,P15 Gold,,650/750W,B-*,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59?,Relatively loud at over 40dbA at full load. Rifle bearing fan.
,,,,850W,B-*,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59?,"850W model uses a more powerful fan from the 650/750W models, leading to excessive noise at nearly 50dbA under full load. Rifle bearing fan."
,,P20,Gold,750/850W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32A,"OOS transient response on 3.3V. The OCP and OPP triggering points are insane, particularly 5VSB OCP, which is set over 200%. 7 year warranty."
,,,Platinum ATX,1000/1200W,B+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32A,
,,,Platinum SFX,750/850/1000W,A-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-836,The OCP (+12V and 5VSB lines) and OPP triggering points are set way higher than necessary. Mediocre transient response. 7 year warranty.
,,P30 Gold,,850/1000/1300W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826E,"The OCP, OPP, and OTP triggering points, while functional, are set way higher than necessary. Very high build quality. 10 year warranty."
,SHP Bronze,,,500/600/700W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
,SilentStorm,SFX,Bronze,350/450W,E,2015,,SFX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,NO-754,EU/JP only? No stated manufacturer warranty outside of mandated EU 2 year warranty.
,,,Gold,500W,B,2015,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-770,
,,Cool Zero,,650/750/850W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810E,
,,Icewind,,550/650/750W,C-,2017,,ATX,ATX 2.x,Full,Full,B,DF,PR,DC-DC,High Power,NO-790,
,WPM Gold Zero,,,550/650/750W,C,2019,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
,,,,,,,,,,,,,,,,,,
SilverStone,ATTIS Bronze,,,650/750/850W,F,2024,,ATX,ATX 3.x,Full,No,B,DF,PR,DC-DC,Unknown,,Does not claim OCP. Need a review/teardown before tiering.
,Decathlon,,DA Gold,1650W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-819,"3 year warranty, A+ tier performance."
,,,,1000W,B,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,,
,,,,850W,C+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,"Potential issues with higher-capacity, original revision CWT GPX units under 90VAC burn-in tests. Treat as 230V-only or use a UPS."
,,,,750W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
,,,,550/650W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
,,,DA-R GM,1000W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,Also known/listed as DA-R Gold. 1000W only has 3 year warranty despite A tier performance.
,,,,750-850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,
,,,DA-R GMA,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,Metallic colored Silverstone logo in the center of the fan grille. 3 year warranty.
,Essential,,ET-G,550/650/750W,B,2018,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,
,,,ET-HG,550/650/750W,B,2018,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
,,,ET-MG,500/600/700W,B-,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD07,
,,,ET-B,450-750W,E,2017,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPK,
,,,ET-ARGB,500W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,,Actual 12V capacity is 456W. Does not claim OTP. ARGB fan controlled via motherboard header. Hong Hua rifle bearing fan.
,,,ET,500W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,,Actual 12V capacity is 456W. Does not claim OTP nor OCP. Assumed to be similar to ET500-ARGB.
,"Extreme
(SFX & SFX-L)",Bronze,,350/500W,C-,2024,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,CWT,GPH-M,
,,R Platinum,SFX,850W,A,2023,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-836,
,,,SFX-L,1200W,A*,2024,,SFX-L,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"OTP is not tested, consider it to be B+ until OTP testing exists."
,,Rz,Gold,550/650W,B*,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power?,,"12V-2x6 connector on modular panel, but no included cable for it. Can be bought separately. Potentially to only need 150% excursions?"
,,,Platinum,1000W,A+,2025,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-836,"Excellent overall performance, component, and build quality, quietest SFX unit in its class."
,FX Platinum (Flex ATX),,,600W,B*,2025,,Other,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"Flex ATX. Cybenetics report provides decent data, but no noise information and no internal shots. Will need more info before tiering."
,HELA,R Platinum,HAR-PMA,850W,B+*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,5V & 3.3V are rated at combined 100W (20A each) instead of 120W (22A each) from 850W HA-R PM. OTP/transient response values not tested.
,,,HAR-PM,750/850W,A,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818F,
,,,,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CSZ,
,,,,1300W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-826C,
,,,,1650W,A*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,
,,,,2050W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,
,,,,2500W,E,2025,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,High Power,NO-843,"Interleaved PFC. Good performance, but OPP & 12V OCP allow the unit to exceed the AC receptacle's current rating. OOS 3.3V transients."
,,Platinum,HA-PT,2050W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,
,Nightjar,,SFX-L Platinum,450W,A+,2018,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Fanless
,,,ATX Platinum,520W,A,2014,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Platinum Fanless,
,,,ATX Titanium,600/700W,A-,2021,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium Fanless,
,SFX-L,,SX-LTI,800W,B,2018,,SFX-L,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
,,,SX-LPT,700W,F,2016,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-786,"Numerous issues capped off by malfunctioning OPP that either doesn't exist or is set way too high, which caused the unit to explode."
,,,SX Platinum,1000W,C+,2021,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,OTP either set over 200C or not present.
,SFX,SX,,550W,C+,2015,,SFX,ATX 2.x,Full,No,G,ACRF,SR,DC-DC,FSP,FSP-50SGGBA,Protechnic Electric sleeve bearing fan.
,,SX-B,,300/450W,C,2019,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,FSP,FSP-50SAC,
,,SX-G,,500/650/700W,B,2017,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-797,
,,,,600W,C-,2015,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,"Not suitable for use with high ambient temperatures over 40C/~100F, as the fan cannot keep up with the cooling demand."
,,SX Gold (SX-G New),,750W,B-,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSI,"Two samples (same platform) no longer operated after protections testing per LTT Labs, which is not ideal, but all protections did function."
,,SX-PT,,700W,B,2019,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-797,SX-G upgraded to Platinum efficiency.
